component_id,size_cells,centroid_px,centroid_py,centroid_map_x,centroid_map_y
63508,2,2538.5,1270.0,-1.325,160.850
63509,2,2550.5,1270.0,-0.725,160.850
63512,2,2577.5,1270.0,0.625,160.850
63519,2,2677.5,1270.0,5.625,160.850
63521,2,2807.5,1270.0,12.125,160.850
63528,2,2892.5,1270.0,16.375,160.850
63531,2,3012.5,1270.0,22.375,160.850
63532,2,3024.5,1270.0,22.975,160.850
63533,2,3050.5,1270.0,24.275,160.850
63539,2,3117.0,1270.0,27.600,160.850
63540,2,3127.0,1270.0,28.100,160.850
63545,2,3167.0,1270.0,30.100,160.850
63547,2,3192.5,1270.0,31.375,160.850
63556,2,3384.5,1270.0,40.975,160.850
63559,2,3392.5,1270.0,41.375,160.850
63560,2,3397.5,1270.0,41.625,160.850
63563,3,3467.0,1270.0,45.100,160.850
63569,2,3550.5,1270.0,49.275,160.850
63570,3,3577.0,1270.0,50.600,160.850
63576,2,3620.5,1270.0,52.775,160.850
63578,2,3627.0,1270.0,53.100,160.850
63579,2,3630.5,1270.0,53.275,160.850
63587,2,3697.0,1270.0,56.600,160.850
63591,2,3734.5,1270.0,58.475,160.850
63594,2,3762.5,1270.0,59.875,160.850
63597,2,3787.0,1270.0,61.100,160.850
63601,2,3804.5,1270.0,61.975,160.850
63604,2,3827.0,1270.0,63.100,160.850
63606,3,3837.0,1270.0,63.600,160.850
63610,2,3852.5,1270.0,64.375,160.850
63618,2,3944.5,1270.0,68.975,160.850
63629,2,4004.5,1270.0,71.975,160.850
63638,2,4110.5,1270.0,77.275,160.850
63639,2,4116.5,1270.0,77.575,160.850
63752,2,4474.5,1270.0,95.475,160.850
63759,2,4514.5,1270.0,97.475,160.850
63763,2,4526.5,1270.0,98.075,160.850
63764,2,4528.5,1270.0,98.175,160.850
63766,2,4534.5,1270.0,98.475,160.850
63767,2,4536.5,1270.0,98.575,160.850
63768,2,4538.5,1270.0,98.675,160.850
63769,2,4542.5,1270.0,98.875,160.850
63952,2,5332.5,1270.0,138.375,160.850
64091,2,3457.0,1270.5,44.600,160.825
64979,2,2627.0,1274.5,3.100,160.625
65038,2,3467.0,1274.5,45.100,160.625
65651,2,3607.0,1276.5,52.100,160.525
66128,2,2106.5,1280.0,-22.925,160.350
66139,2,2230.5,1280.0,-16.725,160.350
66140,2,2254.5,1280.0,-15.525,160.350
66143,2,2340.5,1280.0,-11.225,160.350
66149,2,2406.5,1280.0,-7.925,160.350
66155,2,2466.5,1280.0,-4.925,160.350
66157,2,2482.5,1280.0,-4.125,160.350
66162,2,2538.5,1280.0,-1.325,160.350
66164,2,2552.5,1280.0,-0.625,160.350
66167,3,2607.0,1280.0,2.100,160.350
66168,2,2627.0,1280.0,3.100,160.350
66173,2,2767.0,1279.5,10.100,160.375
66184,2,2917.5,1280.0,17.625,160.350
66185,2,2956.5,1280.0,19.575,160.350
66189,2,3032.5,1280.0,23.375,160.350
66192,2,3072.5,1280.0,25.375,160.350
66193,2,3077.5,1280.0,25.625,160.350
66195,2,3094.5,1280.0,26.475,160.350
66199,2,3150.5,1280.0,29.275,160.350
66201,2,3162.5,1280.0,29.875,160.350
66202,2,3177.0,1279.5,30.600,160.375
66210,2,3324.5,1280.0,37.975,160.350
66213,2,3380.5,1280.0,40.775,160.350
66214,2,3387.0,1280.0,41.100,160.350
66215,2,3390.5,1280.0,41.275,160.350
66218,2,3424.5,1280.0,42.975,160.350
66225,2,3512.5,1280.0,47.375,160.350
66226,2,3514.5,1280.0,47.475,160.350
66229,2,3550.5,1280.0,49.275,160.350
66236,2,3597.0,1280.0,51.600,160.350
66238,3,3607.0,1280.0,52.100,160.350
66241,2,3622.5,1280.0,52.875,160.350
66245,2,3677.0,1279.5,55.600,160.375
66490,2,4506.5,1280.0,97.075,160.350
66493,2,4538.5,1280.0,98.675,160.350
66494,2,4542.5,1280.0,98.875,160.350
66750,2,2837.0,1280.5,13.600,160.325
66761,2,3027.0,1280.5,23.100,160.325
66766,2,3097.0,1280.5,26.600,160.325
66788,2,3507.0,1280.5,47.100,160.325
66789,2,3517.0,1280.5,47.600,160.325
67083,2,3067.0,1282.5,25.100,160.225
68295,2,3137.0,1286.5,28.600,160.025
68334,2,3577.0,1286.5,50.600,160.025
68872,2,1973.0,1290.0,-29.600,159.850
68891,2,2350.5,1290.0,-10.725,159.850
68908,2,2630.5,1290.0,3.275,159.850
68922,2,2927.5,1290.0,18.125,159.850
68923,2,2947.0,1289.5,19.100,159.875
68926,2,3057.5,1290.0,24.625,159.850
68930,2,3120.5,1290.0,27.775,159.850
68932,2,3147.5,1290.0,29.125,159.850
68934,2,3156.5,1290.0,29.575,159.850
68936,2,3177.0,1290.0,30.600,159.850
68938,3,3197.0,1290.0,31.600,159.850
68940,2,3226.5,1290.0,33.075,159.850
68944,2,3267.0,1290.0,35.100,159.850
69229,2,4486.5,1290.0,96.075,159.850
69233,2,4506.5,1290.0,97.075,159.850
69730,2,3087.0,1292.5,26.100,159.725
70240,2,2587.0,1294.5,1.100,159.625
71343,3,1353.0,1300.0,-60.600,159.350
71350,2,2174.5,1300.0,-19.525,159.350
71356,2,2254.5,1300.0,-15.525,159.350
71358,2,2306.5,1300.0,-12.925,159.350
71362,2,2342.5,1300.0,-11.125,159.350
71373,2,2548.5,1300.0,-0.825,159.350
71375,2,2564.5,1300.0,-0.025,159.350
71378,2,2590.5,1300.0,1.275,159.350
71381,2,2637.0,1300.0,3.600,159.350
71387,2,2797.0,1299.5,11.600,159.375
71389,2,2814.5,1300.0,12.475,159.350
71392,2,2882.5,1300.0,15.875,159.350
71394,2,2890.5,1300.0,16.275,159.350
71397,2,2927.0,1300.0,18.100,159.350
71398,2,2937.0,1299.5,18.600,159.375
71399,2,2962.5,1300.0,19.875,159.350
71400,2,2967.0,1300.0,20.100,159.350
71406,2,3024.5,1300.0,22.975,159.350
71410,2,3077.0,1300.0,25.600,159.350
71411,2,3082.5,1300.0,25.875,159.350
71413,3,3117.0,1300.0,27.600,159.350
71733,2,4494.5,1300.0,96.475,159.350
71734,2,4502.5,1300.0,96.875,159.350
71736,2,4506.5,1300.0,97.075,159.350
71737,2,4510.5,1300.0,97.275,159.350
71742,2,4540.5,1300.0,98.775,159.350
71841,2,5345.0,1300.0,139.000,159.350
72231,2,2577.0,1302.5,0.600,159.225
72268,2,3097.0,1302.5,26.600,159.225
72795,2,2807.0,1304.5,12.100,159.125
73339,2,2807.0,1306.5,12.100,159.025
73871,2,1453.0,1309.5,-55.600,158.875
73909,2,2470.5,1310.0,-4.725,158.850
73911,2,2482.5,1310.0,-4.125,158.850
73916,2,2560.5,1310.0,-0.225,158.850
73917,2,2594.5,1310.0,1.475,158.850
73919,2,2606.5,1310.0,2.075,158.850
73920,2,2616.5,1310.0,2.575,158.850
73922,2,2637.0,1309.5,3.600,158.875
73925,2,2677.0,1309.5,5.600,158.875
73932,3,2797.0,1310.0,11.600,158.850
73943,2,2896.5,1310.0,16.575,158.850
74275,2,4494.5,1310.0,96.475,158.850
74276,2,4500.5,1310.0,96.775,158.850
74277,2,4502.5,1310.0,96.875,158.850
74279,2,4510.5,1310.0,97.275,158.850
74280,2,4512.5,1310.0,97.375,158.850
74283,2,4528.5,1310.0,98.175,158.850
74284,2,4530.5,1310.0,98.275,158.850
74285,2,4532.5,1310.0,98.375,158.850
74286,2,4538.5,1310.0,98.675,158.850
74287,2,4540.5,1310.0,98.775,158.850
74795,2,2607.0,1312.5,2.100,158.725
74796,2,2617.0,1312.5,2.600,158.725
74808,2,2837.0,1312.5,13.600,158.725
75881,2,1733.0,1316.5,-41.600,158.525
75922,2,2657.0,1316.5,4.600,158.525
75923,2,2677.0,1316.5,5.600,158.525
75939,2,2887.0,1316.5,16.100,158.525
75947,2,2957.0,1316.5,19.600,158.525
76378,2,1028.5,1320.0,-76.825,158.350
76380,2,1042.5,1320.0,-76.125,158.350
76394,2,2026.5,1320.0,-26.925,158.350
76402,2,2138.5,1320.0,-21.325,158.350
76407,2,2254.5,1320.0,-15.525,158.350
76418,2,2380.5,1320.0,-9.225,158.350
76424,2,2458.5,1320.0,-5.325,158.350
76456,2,2914.5,1320.0,17.475,158.350
76457,2,2922.5,1320.0,17.875,158.350
76704,2,4490.5,1320.0,96.275,158.350
76707,2,4496.5,1320.0,96.575,158.350
76708,2,4500.5,1320.0,96.775,158.350
76709,2,4510.5,1320.0,97.275,158.350
76710,2,4512.5,1320.0,97.375,158.350
76713,2,4524.5,1320.0,97.975,158.350
76717,2,4536.5,1320.0,98.575,158.350
76911,2,2907.0,1320.5,17.100,158.325
77977,2,951.0,1326.5,-80.700,158.025
78410,2,1682.5,1330.0,-44.125,157.850
78415,2,1970.5,1330.0,-29.725,157.850
78420,2,2056.5,1330.0,-25.425,157.850
78422,2,2110.5,1330.0,-22.725,157.850
78428,2,2276.5,1330.0,-14.425,157.850
78432,2,2302.5,1330.0,-13.125,157.850
78435,2,2338.5,1330.0,-11.325,157.850
78521,2,2886.5,1330.0,16.075,157.850
78524,2,2912.5,1330.0,17.375,157.850
78525,2,2914.5,1330.0,17.475,157.850
78864,2,1943.0,1330.5,-31.100,157.825
79246,2,2887.0,1332.5,16.100,157.725
79618,2,1021.0,1334.5,-77.200,157.625
80572,2,1023.5,1340.0,-77.075,157.350
80589,2,2154.5,1340.0,-20.525,157.350
80592,2,2264.5,1340.0,-15.025,157.350
80685,3,2887.0,1340.0,16.100,157.350
80689,2,2940.5,1340.0,18.775,157.350
80871,2,4506.5,1340.0,97.075,157.350
80872,2,4520.5,1340.0,97.775,157.350
80874,2,4524.5,1340.0,97.975,157.350
80875,2,4528.5,1340.0,98.175,157.350
81064,2,2907.0,1340.5,17.100,157.325
82425,2,2192.5,1350.0,-18.625,156.850
82426,2,2196.5,1350.0,-18.425,156.850
82431,2,2268.5,1350.0,-14.825,156.850
82545,2,2897.5,1350.0,16.625,156.850
82549,2,2927.0,1349.5,18.100,156.875
82551,2,2937.0,1350.0,18.600,156.850
82724,2,4494.5,1350.0,96.475,156.850
82728,2,4524.5,1350.0,97.975,156.850
82730,2,4534.5,1350.0,98.475,156.850
84739,2,1647.0,1360.0,-45.900,156.350
84761,2,2244.5,1360.0,-16.025,156.350
84852,2,2907.5,1360.0,17.125,156.350
84854,2,2917.0,1360.0,17.600,156.350
84857,2,2934.5,1360.0,18.475,156.350
85058,2,4496.5,1360.0,96.575,156.350
85061,2,4512.5,1360.0,97.375,156.350
85490,2,1627.0,1362.5,-46.900,156.225
85491,2,1647.0,1362.5,-45.900,156.225
86985,2,2134.5,1370.0,-21.525,155.850
86986,2,2158.5,1370.0,-20.325,155.850
86993,2,2250.5,1370.0,-15.725,155.850
86994,2,2254.5,1370.0,-15.525,155.850
86995,2,2258.5,1370.0,-15.325,155.850
87303,2,4492.5,1370.0,96.375,155.850
87305,2,4498.5,1370.0,96.675,155.850
87306,2,4502.5,1370.0,96.875,155.850
87312,2,4534.5,1370.0,98.475,155.850
87313,2,4536.5,1370.0,98.575,155.850
89178,2,1228.5,1380.0,-66.825,155.350
89251,2,2182.5,1380.0,-19.125,155.350
89256,2,2254.5,1380.0,-15.525,155.350
89257,2,2256.5,1380.0,-15.425,155.350
89259,2,2264.5,1380.0,-15.025,155.350
89534,2,4492.5,1380.0,96.375,155.350
89535,2,4494.5,1380.0,96.475,155.350
89536,2,4500.5,1380.0,96.775,155.350
89538,2,4510.5,1380.0,97.275,155.350
89540,2,4524.5,1380.0,97.975,155.350
91176,2,815.5,1390.0,-87.475,154.850
91263,2,2242.5,1390.0,-16.125,154.850
91347,2,2934.5,1390.0,18.475,154.850
91348,2,2936.5,1390.0,18.575,154.850
91505,2,4526.5,1390.0,98.075,154.850
92968,2,853.5,1400.0,-85.575,154.350
93052,2,2200.5,1400.0,-18.225,154.350
93056,2,2258.5,1400.0,-15.325,154.350
93241,2,4492.5,1400.0,96.375,154.350
93245,2,4522.5,1400.0,97.875,154.350
93325,2,671.0,1400.5,-94.700,154.325
93667,2,2927.0,1402.5,18.100,154.225
94643,2,781.5,1410.0,-89.175,153.850
94712,2,2134.5,1410.0,-21.525,153.850
94717,2,2236.5,1410.0,-16.425,153.850
96530,2,2210.5,1420.0,-17.725,153.350
96533,2,2234.5,1420.0,-16.525,153.350
96535,2,2248.5,1420.0,-15.825,153.350
98576,2,4504.5,1430.0,96.975,152.850
100535,2,5408.5,1440.0,142.175,152.350
102415,2,4498.5,1450.0,96.675,151.850
103234,2,2947.0,1454.5,19.100,151.625
105624,2,4510.5,1470.0,97.275,150.850
106996,2,2202.5,1480.0,-18.125,150.350
108467,2,2206.5,1490.0,-17.925,149.850
108696,2,4496.5,1490.0,96.575,149.850
108698,2,4508.5,1490.0,97.175,149.850
108756,2,681.0,1490.5,-94.200,149.825
109743,2,630.5,1500.0,-96.725,149.350
113418,2,5365.0,1530.0,140.000,147.850
114314,2,2176.5,1540.0,-19.425,147.350
114441,2,4516.5,1540.0,97.575,147.350
115593,2,661.0,1550.0,-95.200,146.850
117017,2,4498.5,1560.0,96.675,146.350
117018,2,4500.5,1560.0,96.775,146.350
117019,2,4532.5,1560.0,98.375,146.350
121612,2,4526.5,1610.0,98.075,143.850
121650,2,5365.0,1609.5,140.000,143.875
123472,2,2238.5,1630.0,-16.325,142.850
123568,2,4538.5,1630.0,98.675,142.850
125421,2,631.0,1650.5,-96.700,141.825
126089,2,4548.5,1660.0,99.175,141.350
126090,2,4550.5,1660.0,99.275,141.350
127549,2,4542.5,1680.0,98.875,140.350
138412,2,4546.5,1830.0,99.075,132.850
138414,2,4562.5,1830.0,99.875,132.850
138415,2,4564.5,1830.0,99.975,132.850
139486,2,4520.5,1850.0,97.775,131.850
139488,2,4524.5,1850.0,97.975,131.850
144570,2,4578.5,1920.0,100.675,128.350
155518,2,2987.0,2068.5,21.100,120.925
157036,2,2977.0,2086.5,20.600,120.025
157214,2,2977.0,2088.5,20.600,119.925
157215,2,2987.0,2088.5,21.100,119.925
157398,2,2957.0,2090.5,19.600,119.825
157401,2,2967.0,2090.5,20.100,119.825
157406,2,2987.0,2090.5,21.100,119.825
157600,2,2957.0,2092.5,19.600,119.725
157608,2,2987.0,2092.5,21.100,119.725
157840,2,2957.0,2094.5,19.600,119.625
157848,2,2987.0,2094.5,21.100,119.625
158105,2,2967.0,2096.5,20.100,119.525
158109,2,2987.0,2096.5,21.100,119.525
158315,2,2957.0,2098.5,19.600,119.425
158318,2,2967.0,2098.5,20.100,119.425
158517,2,2957.0,2100.5,19.600,119.325
158815,2,2957.0,2104.5,19.600,119.125
160271,2,2977.0,2128.5,20.600,117.925
160851,2,2957.0,2138.5,19.600,117.425
160981,2,2987.0,2140.5,21.100,117.325
165806,2,4578.5,2238.0,100.675,112.450
166238,2,4586.5,2248.0,101.075,111.950
167922,2,4592.5,2298.0,101.375,109.450
168622,2,4588.5,2318.0,101.175,108.450
168706,2,2957.0,2320.5,19.600,108.325
169151,2,2957.0,2337.5,19.600,107.475
169171,2,4588.5,2338.0,101.175,107.450
169172,2,4596.5,2338.0,101.575,107.450
169259,2,2977.0,2340.5,20.600,107.325
169478,2,2232.5,2348.0,-16.625,106.950
171196,2,2192.5,2388.0,-18.625,104.950
171197,2,2194.5,2388.0,-18.525,104.950
172542,2,4562.5,2418.0,99.875,103.450
172544,2,4570.5,2418.0,100.275,103.450
172967,2,4590.5,2428.0,101.275,102.950
173499,2,4534.5,2438.0,98.475,102.450
173500,2,4536.5,2438.0,98.575,102.450
174785,2,4590.5,2458.0,101.275,101.450
175844,2,4562.5,2478.0,99.875,100.450
177159,2,4584.5,2508.0,100.975,98.950
178039,2,4552.5,2528.0,99.375,97.950
178832,2,4588.5,2548.0,101.175,96.950
182107,2,2964.5,2618.0,19.975,93.450
182108,3,2967.0,2618.0,20.100,93.450
182133,2,4562.5,2618.0,99.875,93.450
182715,2,4540.5,2628.0,98.775,92.950
183210,2,2997.5,2638.0,21.625,92.450
187591,2,731.0,2734.5,-91.700,87.625
189378,2,4602.5,2778.0,101.875,85.450
189412,2,731.0,2778.5,-91.700,85.425
189580,2,731.0,2782.5,-91.700,85.225
190285,2,4550.5,2798.0,99.275,84.450
196096,2,4566.5,2928.0,100.075,77.950
196097,2,4568.5,2928.0,100.175,77.950
196098,2,4576.5,2928.0,100.575,77.950
196099,2,4578.5,2928.0,100.675,77.950
196102,2,4598.5,2928.0,101.675,77.950
196103,2,4602.5,2928.0,101.875,77.950
196104,2,4604.5,2928.0,101.975,77.950
199282,2,741.0,2997.5,-91.200,74.475
202206,2,741.0,3078.0,-91.200,70.450
209302,2,4562.5,3248.0,99.875,61.950
209306,2,4606.5,3248.0,102.075,61.950
209855,2,4558.5,3258.0,99.675,61.450
209856,2,4600.5,3258.0,101.775,61.450
209857,2,4602.5,3258.0,101.875,61.450
209858,2,4604.5,3258.0,101.975,61.450
209859,2,4606.5,3258.0,102.075,61.450
210494,2,4560.5,3268.0,99.775,60.950
210495,2,4562.5,3268.0,99.875,60.950
210496,2,4564.5,3268.0,99.975,60.950
210497,2,4566.5,3268.0,100.075,60.950
210849,2,4566.5,3278.0,100.075,60.450
210852,2,4604.5,3278.0,101.975,60.450
211343,2,4604.5,3288.0,101.975,59.950
212852,2,4556.5,3318.0,99.575,58.450
216012,2,5465.0,3378.5,145.000,55.425
225999,2,4636.5,3598.0,103.575,44.450
228627,2,5455.0,3644.5,144.500,42.125
228722,2,5452.5,3648.0,144.375,41.950
230517,2,4648.5,3688.0,104.175,39.950
234814,2,5275.0,3748.0,135.500,36.950
237139,2,5052.5,3788.0,124.375,34.950
237747,2,4598.5,3798.0,101.675,34.450
238991,2,4966.5,3818.0,120.075,33.450
238993,2,5132.5,3818.0,128.375,33.450
238995,2,5222.5,3818.0,132.875,33.450
267492,2,4632.5,4170.0,103.375,15.850
268324,2,2276.5,4180.0,-14.425,15.350
268446,2,4602.5,4180.0,101.875,15.350
268449,2,4712.5,4180.0,107.375,15.350
268450,2,4714.5,4180.0,107.475,15.350
268457,2,4806.5,4180.0,112.075,15.350
268459,2,4830.5,4180.0,113.275,15.350
268460,2,4834.5,4180.0,113.475,15.350
269496,2,4578.5,4190.0,100.675,14.850
269509,2,4770.5,4190.0,110.275,14.850
270427,2,4636.5,4200.0,103.575,14.350
270434,2,4788.5,4200.0,111.175,14.350
270435,2,4790.5,4200.0,111.275,14.350
271260,2,4588.5,4210.0,101.175,13.850
271261,2,4596.5,4210.0,101.575,13.850
271262,2,4600.5,4210.0,101.775,13.850
272079,2,4636.5,4220.0,103.575,13.350
272082,2,4666.5,4220.0,105.075,13.350
272088,2,4782.5,4220.0,110.875,13.350
273250,2,4668.5,4230.0,105.175,12.850
273251,2,4688.5,4230.0,106.175,12.850
273255,2,4746.5,4230.0,109.075,12.850
273257,2,4782.5,4230.0,110.875,12.850
274766,2,4606.5,4240.0,102.075,12.350
274771,2,4648.5,4240.0,104.175,12.350
274772,2,4650.5,4240.0,104.275,12.350
274776,2,4772.5,4240.0,110.375,12.350
276751,2,2274.5,4252.0,-14.525,11.750
277073,2,4628.5,4252.0,103.175,11.750
277076,2,4726.5,4252.0,108.075,11.750
277077,2,4740.5,4252.0,108.775,11.750
278613,2,2258.5,4262.0,-15.325,11.250
278650,2,3057.0,4262.0,24.600,11.250
278891,2,4616.5,4262.0,102.575,11.250
278897,2,4824.5,4262.0,112.975,11.250
280495,2,3046.5,4272.0,24.075,10.750
280777,2,4726.5,4272.0,108.075,10.750
280781,2,4824.5,4272.0,112.975,10.750
282606,2,3062.5,4282.0,24.875,10.250
282873,2,4668.5,4282.0,105.175,10.250
282876,2,4704.5,4282.0,106.975,10.250
284890,2,4826.5,4292.0,113.075,9.750
286223,2,3047.0,4299.5,24.100,9.375
286673,2,2272.5,4302.0,-14.625,9.250
287093,2,4626.5,4302.0,103.075,9.250
288994,2,3057.0,4312.0,24.600,8.750
289253,2,4614.5,4312.0,102.475,8.750
289255,2,4636.5,4312.0,103.575,8.750
290235,2,3057.0,4316.5,24.600,8.525
291765,2,4596.5,4322.0,101.575,8.250
291767,2,4602.5,4322.0,101.875,8.250
291768,2,4604.5,4322.0,101.975,8.250
291770,2,4620.5,4322.0,102.775,8.250
291771,2,4628.5,4322.0,103.175,8.250
291773,2,4674.5,4322.0,105.475,8.250
291774,2,4676.5,4322.0,105.575,8.250
292736,2,3027.0,4326.5,23.100,8.025
294075,2,4596.5,4332.0,101.575,7.750
294076,2,4604.5,4332.0,101.975,7.750
294080,2,4652.5,4332.0,104.375,7.750
294081,2,4662.5,4332.0,104.875,7.750
294082,2,4664.5,4332.0,104.975,7.750
296239,2,2270.5,4342.0,-14.725,7.250
296331,2,3032.5,4342.0,23.375,7.250
296333,2,3060.5,4342.0,24.775,7.250
296334,2,3064.5,4342.0,24.975,7.250
296611,2,4602.5,4342.0,101.875,7.250
296613,2,4610.5,4342.0,102.275,7.250
296614,2,4612.5,4342.0,102.375,7.250
296617,2,4634.5,4342.0,103.475,7.250
296619,2,4652.5,4342.0,104.375,7.250
296622,2,4682.5,4342.0,105.875,7.250
296623,2,4692.5,4342.0,106.375,7.250
296627,2,4756.5,4342.0,109.575,7.250
296630,2,4768.5,4342.0,110.175,7.250
296632,2,4790.5,4342.0,111.275,7.250
297150,2,3057.0,4344.5,24.600,7.125
299020,2,3047.5,4352.0,24.125,6.750
299021,2,3077.0,4352.0,25.600,6.750
299323,2,4600.5,4352.0,101.775,6.750
299326,2,4618.5,4352.0,102.675,6.750
299331,2,4650.5,4352.0,104.275,6.750
299337,2,4670.5,4352.0,105.275,6.750
299343,2,4732.5,4352.0,108.375,6.750
299344,2,4736.5,4352.0,108.575,6.750
299345,2,4742.5,4352.0,108.875,6.750
299346,2,4760.5,4352.0,109.775,6.750
299351,2,4812.5,4352.0,112.375,6.750
301179,2,3037.0,4359.5,23.600,6.375
301180,2,3047.0,4359.5,24.100,6.375
301726,2,2230.5,4362.0,-16.725,6.250
301728,2,2236.5,4362.0,-16.425,6.250
301857,2,3040.5,4362.0,23.775,6.250
301859,3,3047.0,4362.0,24.100,6.250
301860,2,3050.5,4362.0,24.275,6.250
302168,2,4354.5,4362.0,89.475,6.250
302172,2,4364.5,4362.0,89.975,6.250
302180,2,4436.5,4362.0,93.575,6.250
302185,2,4484.5,4362.0,95.975,6.250
302186,2,4486.5,4362.0,96.075,6.250
302187,2,4488.5,4362.0,96.175,6.250
302188,2,4490.5,4362.0,96.275,6.250
302190,2,4496.5,4362.0,96.575,6.250
302192,2,4510.5,4362.0,97.275,6.250
302207,2,4600.5,4362.0,101.775,6.250
302211,2,4626.5,4362.0,103.075,6.250
302212,2,4646.5,4362.0,104.075,6.250
302214,2,4704.5,4362.0,106.975,6.250
302216,2,4722.5,4362.0,107.875,6.250
302217,2,4724.5,4362.0,107.975,6.250
304831,3,3037.0,4372.0,23.600,5.750
305068,2,4222.5,4372.0,82.875,5.750
305069,2,4226.5,4372.0,83.075,5.750
305073,2,4238.5,4372.0,83.675,5.750
305076,2,4260.5,4372.0,84.775,5.750
305080,2,4296.5,4372.0,86.575,5.750
305081,2,4300.5,4372.0,86.775,5.750
305082,2,4306.5,4372.0,87.075,5.750
305083,2,4314.5,4372.0,87.475,5.750
305084,2,4316.5,4372.0,87.575,5.750
305102,2,4486.5,4372.0,96.075,5.750
305103,2,4488.5,4372.0,96.175,5.750
305104,2,4496.5,4372.0,96.575,5.750
305105,2,4502.5,4372.0,96.875,5.750
305106,2,4506.5,4372.0,97.075,5.750
305111,2,4534.5,4372.0,98.475,5.750
305113,2,4546.5,4372.0,99.075,5.750
305117,2,4568.5,4372.0,100.175,5.750
305121,2,4606.5,4372.0,102.075,5.750
305122,2,4612.5,4372.0,102.375,5.750
305125,2,4636.5,4372.0,103.575,5.750
305127,2,4640.5,4372.0,103.775,5.750
305129,2,4662.5,4372.0,104.875,5.750
305130,2,4664.5,4372.0,104.975,5.750
305131,2,4666.5,4372.0,105.075,5.750
305134,2,4684.5,4372.0,105.975,5.750
305135,2,4688.5,4372.0,106.175,5.750
305136,2,4698.5,4372.0,106.675,5.750
307029,2,3037.0,4379.5,23.600,5.375
307641,3,3027.0,4382.0,23.100,5.250
307642,2,3040.5,4382.0,23.775,5.250
307787,2,4172.5,4382.0,80.375,5.250
307789,2,4186.5,4382.0,81.075,5.250
307792,2,4214.5,4382.0,82.475,5.250
307793,2,4220.5,4382.0,82.775,5.250
307796,2,4230.5,4382.0,83.275,5.250
307799,2,4272.5,4382.0,85.375,5.250
307800,2,4280.5,4382.0,85.775,5.250
307803,2,4300.5,4382.0,86.775,5.250
307807,2,4344.5,4382.0,88.975,5.250
307808,2,4350.5,4382.0,89.275,5.250
307809,2,4360.5,4382.0,89.775,5.250
307814,2,4444.5,4382.0,93.975,5.250
307816,2,4462.5,4382.0,94.875,5.250
307820,2,4478.5,4382.0,95.675,5.250
307821,2,4482.5,4382.0,95.875,5.250
307824,2,4492.5,4382.0,96.375,5.250
307825,2,4496.5,4382.0,96.575,5.250
307826,2,4498.5,4382.0,96.675,5.250
307828,2,4516.5,4382.0,97.575,5.250
307831,2,4522.5,4382.0,97.875,5.250
307835,2,4530.5,4382.0,98.275,5.250
307838,2,4538.5,4382.0,98.675,5.250
307842,2,4560.5,4382.0,99.775,5.250
307843,2,4562.5,4382.0,99.875,5.250
307845,2,4572.5,4382.0,100.375,5.250
307846,2,4574.5,4382.0,100.475,5.250
307848,2,4580.5,4382.0,100.775,5.250
307850,2,4586.5,4382.0,101.075,5.250
307851,2,4592.5,4382.0,101.375,5.250
307852,2,4594.5,4382.0,101.475,5.250
307853,2,4596.5,4382.0,101.575,5.250
307854,2,4598.5,4382.0,101.675,5.250
307856,2,4612.5,4382.0,102.375,5.250
307862,2,4634.5,4382.0,103.475,5.250
307863,2,4646.5,4382.0,104.075,5.250
307864,2,4650.5,4382.0,104.275,5.250
307865,2,4652.5,4382.0,104.375,5.250
307867,2,4660.5,4382.0,104.775,5.250
307868,2,4662.5,4382.0,104.875,5.250
307872,2,4688.5,4382.0,106.175,5.250
309031,2,3037.0,4386.5,23.600,5.025
309527,2,3037.0,4389.5,23.600,4.875
309926,2,2262.5,4392.0,-15.125,4.750
309927,2,2264.5,4392.0,-15.025,4.750
310138,2,4146.5,4392.0,79.075,4.750
310139,2,4150.5,4392.0,79.275,4.750
310144,2,4180.5,4392.0,80.775,4.750
310147,2,4194.5,4392.0,81.475,4.750
310149,2,4210.5,4392.0,82.275,4.750
310152,2,4222.5,4392.0,82.875,4.750
310155,2,4228.5,4392.0,83.175,4.750
310156,2,4230.5,4392.0,83.275,4.750
310159,2,4266.5,4392.0,85.075,4.750
310162,2,4288.5,4392.0,86.175,4.750
310163,2,4296.5,4392.0,86.575,4.750
310168,2,4316.5,4392.0,87.575,4.750
310170,2,4332.5,4392.0,88.375,4.750
310172,2,4336.5,4392.0,88.575,4.750
310175,2,4368.5,4392.0,90.175,4.750
310177,2,4372.5,4392.0,90.375,4.750
310178,2,4374.5,4392.0,90.475,4.750
310185,2,4452.5,4392.0,94.375,4.750
310187,2,4458.5,4392.0,94.675,4.750
310193,2,4484.5,4392.0,95.975,4.750
310194,2,4490.5,4392.0,96.275,4.750
310202,2,4550.5,4392.0,99.275,4.750
310203,2,4554.5,4392.0,99.475,4.750
310205,2,4584.5,4392.0,100.975,4.750
310211,2,4630.5,4392.0,103.275,4.750
310216,2,4650.5,4392.0,104.275,4.750
310217,2,4658.5,4392.0,104.675,4.750
310222,2,4726.5,4392.0,108.075,4.750
311343,2,3037.0,4396.5,23.600,4.525
312271,2,3044.5,4402.0,23.975,4.250
312307,2,4087.5,4402.0,76.125,4.250
312311,2,4176.5,4402.0,80.575,4.250
312313,2,4192.5,4402.0,81.375,4.250
312314,2,4198.5,4402.0,81.675,4.250
